,pretty_comp,dfpt_piezo_max_dielectric_electronic
0,K2O2,3.119535397
1,HgTe,16.81532957
2,H4NF,2.14810232
3,TaTlPt,6.823049617000001
4,TmAgTe2,13.05318728
5,Fe(HO)2,0.86668136
6,Na7NbO6,9.50640038
7,Sm2SeO2,8.429643343
8,Al6Cd4SO2,3.687373583
9,NaSmO2,12.50405688
10,Rb2NiF6,2.087575133
11,KHS,2.90464853
12,Na5MnO4,5.8243124470000005
13,SiP,0.8887596329999999
14,SrLiAlF6,4.68901067
15,K4CO4,6.806864782999999
16,AlGaN2,4.24390749
17,CaMg2N2,11.67342529
18,Yb(DyS2)2,12.34533522
19,WCl4O,2.312338107
20,KNa2Sb,8.76062194
21,BaBAsO5,5.892993303
22,H4BrN,3.222857203
23,SmBr3,4.206823137
24,AlI3,1.008586077
25,SrH2O3,4.011623057
26,Sm2Be2GeO7,8.055507847000001
27,V2MoO8,35.83874357
28,MoWSeS3,0.148534447
29,RbSrSiHO4,5.96784262
30,Li7BiO6,7.66612194
31,BiTeCl,15.09544272
32,BPO4,2.357271583
33,ZrSeO,13.23611909
34,CaCN2,4.51882344
35,Mg2Al2Se5,4.474473107
36,TaCl4,2.47896325
37,NaBe4SbO7,6.944971400000001
38,BaAl2B2O7,3.307526907
39,RuO2,3.311453537
40,Na2H6Pt,3.62751822
41,ZrSiO4,13.8399084
42,UTl2O4,24.18123105
43,KAg2PS4,4.79369171
44,KInTe2,4.104276377
45,LuTlO2,47.81662847
46,KTa(GeO3)3,6.900535207000001
47,InBrO,4.275053403
48,SrAlGeH,6.714096177
49,Li3Sb(PO4)2,26.82915634
50,InBi2S4Cl,33.140767499999995
51,TaI2O,11.94507967
52,DyBi2ClO4,17.82034437
53,Na2H4Pd,3.575557913
54,Li2Si2O5,2.586267097
55,NaSmTe2,9.11299353
56,ZnSeO4,6.41162144
57,YAgO2,5.5055836970000005
58,Dy2SeO2,26.17966268
59,Rb2Se3,2.96553439
60,BaIF,5.079660047
61,Li3AsO4,2.858563287
62,TlIO3,15.74608954
63,LiNbO3,33.01009929
64,BBr3,0.27659581
65,ScOF,39.90367847
66,CaZrN2,77.11198508
67,BAs,0.075615753
68,Na3BrO,5.902632073
69,Na3VO4,2.496551567
70,HoTlTe2,12.15358234
71,TlSbSe2,75.57021165
72,TmTaO4,21.66868553
73,V2O5,14.34690342
74,ZnCl2,2.51755924
75,LiMnSiO4,4.26203707
76,Mg2Sb2O5,9.970088823
77,NaN3,2.32102171
78,Ta2ZnO6,69.28663557
79,Te8Mo3W,8.37174732
80,Ba2Sc2O5,19.94974405
81,RbTbSe2,7.187391487
82,RbF,7.057659103
83,Sm3CuSnS7,8.118672923
84,Nb3SBr7,1.716827153
85,CuCl,36.10719989
86,CdCl2,3.475215347
87,GaBN2,5.63704531
88,ScCuO2,7.465558593
89,BiTeBr,14.78373229
90,ThO2,15.56261809
91,Na4SnSe4,4.241831573
92,BrCl,27.64520086
93,RbAgSe4,2.996286367
94,SiAs,0.6765021929999999
95,TlZnF3,14.91765083
96,U(BiO3)2,33.26310506
97,BaS,8.63005503
98,BaZrO3,45.78771891
99,NaBeAs,4.198715037
100,Pr2SO2,8.931563547
101,NaClO3,2.957781857
102,Hg3(TeBr)2,12.53911599
103,SbBr3,3.906473473
104,HoIO,7.674094352999999
105,Ca2IN,8.65354086
106,RbCaBr3,22.43970068
107,KMnPH2O5,5.27499749
108,Sr4CaCr2(SO3)2,10.81599859
109,K2PdBr4,2.0279829730000003
110,BrN3,21.03916453
111,Ba(BSe3)2,9.34429075
112,CuRhO2,1.437366787
113,Te2W,5.96368801
114,NaAuC2,2.701613423
115,K2Te,2.2347110530000003
116,Zr2SN2,16.20770868
117,K6MnSe4,3.17940112
118,Li(CN)2,2.600715407
119,TlAgI2,11.89997377
120,Na4CoO3,8.703282892999999
121,NaTlO,10.60674161
122,Tm2SO2,8.23305427
123,CaC2,23.52075401
124,Li4MoO5,12.92334862
125,MgSiN2,11.46929397
126,H3BrO,2.257212867
127,Sr(MgSb)2,5.917401722999999
128,RbCaAs,5.988911967000001
129,CaAlF5,4.142976397
130,CrF3,3.02795094
131,K6MgO4,5.70931351
132,Y3GaO6,9.87883707
133,RbNdSe2,7.724463817
134,GeS,9.48863943
135,Na3ClO,12.97898707
136,CoCuO2,1.34053252
137,BH3,0.21261668
138,V2O5,27.01983948
139,NaLi2AsO4,3.249554447
140,ErCuSe2,7.401532773
141,CaF2,7.28254355
142,FeCl2,0.50489638
143,YAuO2,6.14804436
144,InSe,7.832354799999999
145,Rb3TaO8,5.017014497
146,CaHBr,4.493857503
147,NbBi3O7,55.29235608
148,Ca2Pb,5.199663137
149,TaCu3S4,0.30698019
150,ZrIN,5.720666143
151,Ca2CoSi2O7,8.541952853
152,Tl2SiF6,7.6916656
153,Na2NiO2,3.757155577
154,H2SeO3,3.618827523
155,Ca2YSnO5,13.8386763
156,DyTlS2,15.42003055
157,KCaBr3,38.79815112
158,KTeOF3,5.374587032999999
159,BaH4O3,6.41816436
160,PrOF,9.173831097
161,DySBr,6.303641627
162,K2TiF6,5.02160186
163,PbBrF,32.61688591
164,K3TaF8,3.530339957
165,K2AgSb,4.2352757830000005
166,Sr2NCl,9.582967423
167,MoSBr,0.538120803
168,Ca2Al2SiO7,6.303756103
169,KTbGeS4,5.01712621
170,SrS,19.42944736
171,Dy3BWO9,10.91808302
172,YOF,10.56809234
173,Al2ZnSe4,2.82837275
174,Ba2HfO4,20.88413305
175,GaPO4,2.300528793
176,NaHg2IO2,4.975260527
177,ErF3,8.335287783
178,RbNaO,8.78712462
179,YNiP,2.472674487
180,Ba2AsBr,18.39162213
181,KZnP,4.034142187
182,H7NF4,2.974167167
183,MoSe2,0.345457787
184,LiAlAs2O7,7.64898506
185,Hg2IO,10.09763707
186,Ba(MgP)2,7.612990032999999
187,Ta(TeCl3)2,7.963972997000001
188,BeSnP2,2.072649493
189,NdCl3,4.585797337
190,Na4WO4,4.772740743
191,ZrFeTe,15.84127286
192,KMgSb,4.787977143
193,YAgTe2,8.27772429
194,SiH,0.573402283
195,SrSnO3,52.36383173
196,K2H6Pt,2.531325937
197,RbNa2Sb,10.21804656
198,Rb3SbSe3,3.575503023
199,AgBiO2,35.95543093
200,BaS2,4.445671057
201,KAuS,5.57029344
202,ScCuO2,7.48191368
203,Ca(BeP)2,6.026209137
204,RbNaS,4.365962893
205,CaF2,5.1554974730000005
206,CdCN2,7.872827087
207,RbF,3.74979573
208,Sr(NdSe2)2,11.64429109
209,Ca(DyS2)2,13.60946939
210,MoWSe4,0.14364499
211,Ag3PS4,3.37789439
212,PICl6,2.238477747
213,Na3BiO4,9.597930603
214,LiCoO2,7.266033627
215,HoBrO,7.01207105
216,CuSe2Br,34.27054359
217,AlTlSe2,20.32056409
218,ZrSO,12.06037523
219,Ca(MgAs)2,6.888373812999999
220,H4NCl,3.426057867
221,Ti(NCl)3,2.35483213
222,CaGaGeH,9.35328599
223,Tl2O,15.03518093
224,ZnCdS2,3.707286583
225,Nd2SeO2,8.648822073
226,LiBeP,7.329885137000001
227,AlBiO3,47.67043744
228,PrBS3,7.12605204
229,Zn(GaS2)2,3.46156163
230,InGeCl3,33.562203000000004
231,Y3CuSiS7,8.20756799
232,SmTlO2,56.0964948
233,AcClO,9.191376003
234,RbTmO2,10.48591819
235,NdTeF,9.77265405
236,ZnSiAs2,1.792347387
237,SrO2,9.814213857
238,Al2Te5,11.57060392
239,TiFeTe,17.36181051
240,BiF5,4.497933987
241,SrThBr6,5.92340363
242,Tb2PbS4,28.73434948
243,TlI,32.99065084
244,Li2MgBr4,5.98523876
245,CrHO2,4.851564417
246,HIO3,5.931831513
247,Hg3AsS4Cl,9.06110502
248,BCl2,0.602160913
249,Ba(AgS)2,9.21602318
250,WSeS,0.056048853
251,ZnBr2,7.394177103
252,Rb2PtF6,2.822955497
253,SiGeN2O,3.200127923
254,KMgAs,4.971773187
255,Na2CeO3,19.0122084
256,Nd3SiAgSe7,7.504521863
257,Ca7(HCl)2,6.490298182999999
258,Hg3(SCl)2,8.632157177
259,Au2S,0.221255107
260,Li4CuSi2O7,3.938587033
261,LiVSiO4,4.825629787
262,RbLuSe2,6.561000507
263,Zn4P6SN2,4.0775061930000005
264,PBr3,0.8792175870000001
265,Mg(SbO3)2,9.545161997000001
266,Ba3Si6N4O9,5.398996563
267,ErSCl,6.68143415
268,TmCuSe2,7.37498176
269,XeF2,1.359306203
270,Li3VO3F2,30.10210509
271,LiCoO2,7.892712993
272,NaSi2BH2O7,2.612744933
273,AlGa3N4,4.44321761
274,Rb2CaH4,5.69015916
275,LiSiBi3O7,25.66313686
276,AlSeBr7,3.613248297
277,Hg(AsO3)2,8.608495197
278,AsBr3,1.112836553
279,TlI,13.73724548
280,RbClO3,2.676735003
281,HgI2,11.76393427
282,ZrNCl,6.82792252
283,Te2Mo3WSe6,0.871467903
284,Ga2Te3,4.287396067
285,In2S3,4.981215117
286,Mg(CN)2,1.045358727
287,LiBC,5.24840847
288,ZnAgF3,89.22646348
289,ZrCl2,0.38458657
290,ZnSnP2,2.549241577
291,TmH3(CO2)3,4.413654867
292,RbBiS2,29.57426426
293,Na6P4W,4.063948473
294,ZnWO4,9.29550908
295,UO3,30.88564129
296,HgC2(SN)2,7.424011843
297,SrF2,4.45374318
298,BH5CN2,2.025142257
299,RbScO2,14.51901058
300,SrCl2,4.440751417
301,InPS4,3.66507869
302,PdCl2,0.64127478
303,AlClO,3.815891313
304,B4CCl6O,0.360597887
305,NbTl3Se4,10.76927182
306,Mg2PbO4,13.45017964
307,Ba2PCl,9.50760868
308,K2RbSb,7.923070032999999
309,RbTa(GeO3)3,6.434041077000001
310,GaP,2.25701098
311,Nd3CuSiS7,7.295997682999999
312,Cu2SiS3,2.039588217
313,HBr,1.02567698
314,RbScO2,13.88073347
315,MgNiF4,3.78383977
316,KScO2,12.70110927
317,ThI4,4.5365472030000005
318,Al2HgTe4,3.999049893
319,CaTlCl3,39.71910912
320,TlInSe2,21.31610699
321,BaHgS2,8.877308643
322,ThCN,12.73282812
323,Sr(CdP)2,10.06321601
324,BaSe,20.05402769
325,Li2SnTeO6,9.868819237
326,Na4CO4,7.38889094
327,U3H2,12.19945891
328,Na2Te,3.166106037
329,NaBeSb,2.34204939
330,Rb2SiF6,2.5483085
331,Mg4H2O5,6.370964837000001
332,Li3VS4,0.855920853
333,Nd2PbSe4,28.50982347
334,SBr,1.487430637
335,KV3(SeO)2,12.07004451
336,TbBS3,6.869724982999999
337,TaTl(GeO3)3,9.29418417
338,Li2Se,3.5126294
339,ZnH8(N2Cl)2,3.99160772
340,MnZnF6,4.458698053
341,CuH,1.33101839
342,KrF2,0.851876537
343,LiH2N,3.511834823
344,Rb2Pd,3.948969693
345,Ag5P(S2Cl)2,5.747752873
346,SrS,6.399660612999999
347,CSO,0.234697147
348,Te2Mo,0.491441377
349,RbCaH3,6.975935347
350,LiNiBO3,3.792873607
351,K7NbAs4,5.901514027
352,Zn2GeSe4,3.185475327
353,HCN,1.052968757
354,Li3CrPCO7,4.61339219
355,Ca2BiAsO6,8.690742293
356,ZrFeCl6,4.675776667
357,Pd(SeBr3)2,5.28308223
358,LiHSeO3,3.506533227
359,ZrSnPt,3.88139451
360,SrBiBrO2,8.653454807000001
361,BeGeN2,4.345001423
362,Li4CoO3F,3.942883573
363,Li3Bi,14.62037157
364,Li2CaHfF8,5.256125337
365,AgBiSCl2,32.58297436
366,Na3Sr3GaP4,8.479376577
367,LiAuC2,2.399459127
368,K6Fe2O5,5.923968887000001
369,ErClO,5.348810783
370,KYSiS4,4.784791823
371,Al5CuSe8,4.991292013
372,Ba2ClF3,6.825119407000001
373,TaSbRu,12.79505095
374,Tl2Sn(AsS3)2,9.19141809
375,Li5MnO3F,5.478220307000001
376,NaNdSe2,9.453656657
377,IrCl3,0.4427221770000001
378,RbSmO2,12.48380106
379,KHoS2,7.130399063
380,RbN3,2.99405997
381,TiOF2,20.22405613
382,MgH4(ClO)2,3.107446597
383,Li2O,4.322966517
384,Ca4Cl6O,6.594136317
385,Sr(PrS2)2,11.72846995
386,Li3MnSi2O7,5.222361537
387,LiMgAs,4.8604153430000006
388,KP,3.833422163
389,Na4CO4,7.353255963
390,GaCuI4,1.57569032
391,Ho3CuSiS7,8.143075577000001
392,RbSnF3,22.89977777
393,CaAlH5,11.09179242
394,Ca2Sn,5.679005083
395,CN2,0.82663969
396,CaHfN2,55.30927492
397,Be(CN)2,0.497433063
398,AlAgS2,2.47952443
399,Li2MnBr4,6.833812907
400,CaHCl,6.24320554
401,Pm2O3,15.62792601
402,PbI2,9.47405484
403,Ba2H3I,6.455165263
404,Ba3BPO7,10.4909352
405,CaHI,3.91930025
406,HgPS3,6.527613852999999
407,Sn(CO2)2,7.91890024
408,SnF4,6.306284353
409,Ba2Ti3Tl2,22.27568164
410,Li2BeSiO4,3.79090601
411,RbYO2,10.93324489
412,Li2CuSb,9.908182652999999
413,CaPdF6,2.71705999
414,TlP5,13.63544049
415,GeC,3.045784137
416,PrOF,10.36828781
417,PrBi2BrO4,21.50377385
418,Ca(SmS2)2,12.6695394
419,Rb2TeBr6,3.654991783
420,SCl,0.98108453
421,Ce2Dy2O7,15.33562435
422,KLiS,4.20449045
423,NdSeF,9.361979947
424,Nd3CuSnS7,8.79225102
425,InCl,26.80456726
426,LiCoS2,1.562253947
427,Na2PtO2,4.235939657
428,SiC,3.461065297
429,LiAlO2,3.400364997
430,Ba(MgBi)2,6.632272127
431,KNO3,2.133563197
432,NaSi2N3,4.336340917
433,Al2HgS4,4.701696057
434,BH3NF4,3.32175361
435,NaC,2.972534667
436,Ca2NCl,8.326113193
437,Ga2HgS4,5.342889803
438,Mo(WS3)2,3.143025077
439,Sm2AlNO3,25.08655174
440,MoWS4,0.052925057000000005
441,Re3Se4Cl,0.57493141
442,PrCuSO,14.1165074
443,NdSF,9.52460328
444,Ca2YSbO5,17.31043214
445,LiBiB2O5,37.71405441
446,HoAgTe2,8.462927573
447,VNCl4,1.6488225
448,Cu3TeS3Cl,3.159064177
449,Li2Ge2O5,3.226563973
450,ZrCl4,2.781258123
451,Li2WS4,0.763838087
452,NbCl2O,9.32340531
453,HgBr,9.442382967
454,NaHoSe2,8.33912147
455,YbClF,5.03902981
456,Te6MoW2,6.38357427
457,Na4FeO3,5.967580152999999
458,NaHoS2,8.20105861
459,TaGaO4,21.7438215
460,ErAgTe2,8.529331297
461,Ga2Os,41.38572319
462,AlN,27.26328484
463,CdP2,2.058982277
464,Li2GeO3,3.611458797
465,ZnCl2,2.51336565
466,HgPSe3,5.57933711
467,Ca3UN4,56.26775648
468,NaYSe2,7.865434827
469,KMg(PO3)3,2.882489313
470,BeZnO2,5.088374433
471,YbS2,4.236184523
472,K2PdF6,3.338884817
473,RbHF2,3.755217627
474,TbH2Br,4.945161573
475,Y3CuGeS7,8.37227396
476,NbI2O,32.86122237
477,Al2CdTe4,2.653512637
478,K2HgSe,9.14576616
479,SrSe,5.872180307000001
480,TmIO,8.100267447
481,SbAsO4,15.65636091
482,Rb2MgF4,3.53135394
483,PHF2,1.330424313
484,Hf3SnO8,14.45850307
485,Li2AlFeO4,3.699442367
486,SrCa3O4,15.51037449
487,LiGaO2,3.648896947
488,NaMgAs,9.578076653
489,RbAuS,4.220412143
490,MnTlCl3,38.65379235
491,K2MgH4,4.599441103
492,NaHO,13.85166673
493,K2O2,3.680392767
494,XeF3,1.42643761
495,Al2CdCl8,2.1885354930000003
496,LuTlSe2,13.80377029
497,BeCl2,1.060548647
498,SNF,1.3770200069999998
499,BaSe3,6.741508832999999
500,LiCrS2,6.80557197
501,Sr(PrSe2)2,11.34100491
502,Na2LiAlF6,5.193058487
503,Ho2TeO2,8.524761543
504,Ba2BrN,20.13436208
505,YbSe,6.064420507
506,NdHO2,8.43875231
507,CdBiO3,14.02798693
508,FeP4,6.3067063370000005
509,Ag2HgI4,3.910443047
510,BaClF,4.870717993
511,Ag2HgSI2,4.119382693
512,LiTaO3,34.84860554
513,TiFeSe,17.30854701
514,RbAuO2,2.368882047
515,NaZnP,9.961452953
516,W3(SeS2)2,16.92803588
517,BaZnO2,9.189547897
518,Na3AsO4,2.272214077
519,Mo3WS8,0.269672153
520,MgTeH2O9,3.016365693
521,BaLi2Mg(PO4)2,5.58997756
522,BaP3,5.232473893
523,Na6MnS4,4.46950538
524,Ca(InTe2)2,18.50137317
525,BP,0.082577313
526,LiZnPO4,3.0643850130000003
527,Li2PdO2,6.225750883
528,PbF4,8.13133243
529,Ca(BeAs)2,5.837760802999999
530,InI,23.61977122
531,Al5HO8,7.226250802999999
532,RbCdF3,10.43435467
533,CuBi(WO4)2,24.69754228
534,MgGeAs2,2.20740375
535,ZnI2,11.18009658
536,Nd3BWO9,10.68531137
537,Li2MnP2HO8,7.87268616
538,KH3F4,3.255668233
539,Li3As,4.70383125
540,ZnSiP2,1.921597833
541,LiCoP2O7,4.37288487
542,Ca3PN,40.77229454
543,Tl3SbS3,12.01439497
544,MoH2Cl2O3,2.51412306
545,RbBe2BO3F2,2.585672993
546,Al3BN4,5.264963407
547,Ca2Si,7.508369447000001
548,LiY3WO8,10.28147147
549,MgGeP2,2.436420707
550,DyBi2BrO4,16.83060527
551,GaTeCl,4.00928587
552,Ca(HO)2,6.32065671
553,NdZnAsO,14.63444416
554,RbErSe2,6.806162702999999
555,AgCNO,2.44262783
556,Na3VS3O,4.22031971
557,RbGeIO6,4.21889441
558,NaP,6.75924213
559,LiNd2HO3,19.27120966
560,CaZnSO,6.229364202999999
561,SrCaO2,21.61178201
562,KH4O2F,2.186917883
563,K4BeAs2,3.391729607
564,Na5SbO5,5.041834167
565,NaHS,4.366096917
566,LiPF6,3.150338307
567,K4ZnP2,3.440212427
568,Ba7(ClF)2,6.366977822999999
569,GaCuO2,4.477312027
570,MgTiSiO5,22.72990729
571,Sr2BrN,9.121533863
572,KCaCl3,65.79433126
573,RbCaCl3,15.67252913
574,TeW2Se3,0.4182179
575,SrO,53.01432321
576,Ca4Sb2S,20.54365414
577,ThSO,17.54627311
578,ThBrN,15.31795026
579,Ba2SbBr,30.81773267
580,Li2V(CO3)2,3.068321343
581,NaInSe2,10.45528812
582,Rb2S5,2.52832252
583,SmCuO2,6.622000653
584,GaCuS2,2.690128887
585,Sr2SnS4,6.337328743
586,PSe,0.853623723
587,Ge3N4,6.417992353
588,NbIO2,9.976928997
589,CdSbS2Br,32.211418
590,K2Sr(P2O)2,3.383644063
591,K2Mg2Si2O7,5.163009487
592,TbTlTe2,12.21807755
593,Rb2S,2.715685617
594,MnH4(ClO)2,4.912300547
595,Na2SnO2,6.78964659
596,BaLiF3,9.765475537
597,Ba2H6Ru,6.536483232999999
598,V2ZnO6,17.67986907
599,KH2N,7.989461873
600,Zn(GaTe2)2,3.009480853
601,MoBr3,3.319699387
602,Al2Te3,1.925339293
603,Li2ZnGeO4,3.645789243
604,NdO2,9.122603912999999
605,TlNO2,31.23733283
606,H3NO,4.618780587
607,AlBN2,5.954737287
608,SrIF,4.0753311430000005
609,P2Ru,12.14082473
610,Mo2SeS3,0.147590363
611,RbAu3Se2,3.14494179
612,ScTlO2,75.77829725
613,Tl2S5,8.668738982999999
614,RbCaF3,9.589210447000001
615,RbH,4.930829277
616,BaF2,4.89378375
617,RbTeAu,3.070153897
618,KLiSe,3.957689313
619,NaTmS2,7.872166383
620,Li2CeP2,9.663185923
621,KPrS2,8.22338102
622,KLuS2,6.651191197
623,LiErSe2,12.08229967
624,Sr2CuBrO2,3.66226001
625,Cu2O,0.81060308
626,Na2HgO2,3.002038687
627,LiVF6,3.63830263
628,LiAlSiO4,2.862375317
629,NbCu3Te4,0.697235943
630,K3BiTe3,3.620031413
631,NaMgF3,4.23493881
632,Ba(CuS)2,17.48743959
633,BaSnF6,5.825113917
634,LiBr,1.838455007
635,InS,8.303132327
636,TeMo2Se3,1.58774608
637,CaAlSiH,9.617019673
638,Li5P(S2Cl)2,8.337410553
639,ZnSiN2,4.826180817
640,NdOF,9.183175763
641,TePbO3,17.28960571
642,Tb3CuSnS7,8.125924387000001
643,USeO5,7.54714983
644,K2PtCl4,2.024300553
645,Li2Te,3.425847313
646,HfCl4,2.46084446
647,KBr,4.247854837
648,NaCl,11.06542025
649,PI2,0.841983763
650,K5ThF9,5.444925893
651,BN,2.745102143
652,BaAgTeF,7.47187504
